,length,median,mean
815,48960,1.237340327,1.104537219
816,49020,1.239517362,1.106192043
817,49080,1.241818408,1.108038915
818,49140,1.244396695,1.109498603
819,49200,1.247374525,1.110877003
820,49260,1.249516995,1.112072777
821,49320,1.252310832,1.113519495
822,49380,1.254653853,1.114858252
823,49440,1.256755854,1.11623504
824,49500,1.25892249,1.118136528
825,49560,1.261225739,1.119809461
826,49620,1.26366485,1.121497263
827,49680,1.26564055,1.122635562
828,49740,1.266837601,1.123483112
829,49800,1.268319271,1.124431291
830,49860,1.269098524,1.125217897
831,49920,1.268580749,1.125741585
832,49980,1.270206481,1.126821295
833,50040,1.270625164,1.127420464
834,50100,1.273326894,1.128900132
835,50160,1.275868594,1.130162598
836,50220,1.2782125,1.131476822
837,50280,1.279039107,1.132308862
838,50340,1.28051594,1.133211213
839,50400,1.28054099,1.133697469
840,50460,1.280753855,1.134397513
841,50520,1.280530855,1.134755293
842,50580,1.281521459,1.135599936
843,50640,1.280438098,1.136100789
844,50700,1.280566813,1.13684835
845,50760,1.282584749,1.137901471
846,50820,1.283790761,1.138789679
847,50880,1.284988458,1.139849396
848,50940,1.285743325,1.140615954
849,51000,1.285913326,1.141360018
850,51060,1.287759591,1.142528344
851,51120,1.28947873,1.143883178
852,51180,1.289854868,1.144758137
853,51240,1.289200284,1.144974055
854,51300,1.289635506,1.145807992
855,51360,1.291312666,1.147018942
856,51420,1.291487016,1.148041929
857,51480,1.293229615,1.149343034
858,51540,1.29501631,1.150728059
859,51600,1.296591146,1.15175303
860,51660,1.298785853,1.152781095
861,51720,1.301622806,1.154457935
862,51780,1.304853509,1.156031573
863,51840,1.306705652,1.157083646
864,51900,1.307371074,1.157941073
865,51960,1.308765606,1.158876451
866,52020,1.310005127,1.159866608
867,52080,1.312390086,1.161013507
868,52140,1.315169058,1.162481832
869,52200,1.316875247,1.163752411
870,52260,1.317195629,1.1643569
871,52320,1.316954914,1.164986586
872,52380,1.318388403,1.165969493
873,52440,1.317540204,1.166437699
874,52500,1.317037065,1.167152126
875,52560,1.317001208,1.167647414
876,52620,1.317396941,1.168272467
877,52680,1.317847739,1.169022618
878,52740,1.317859756,1.169752217
879,52800,1.317535371,1.1703852
880,52860,1.320042966,1.171669794
881,52920,1.321817556,1.172567567
882,52980,1.32380623,1.173539147
883,53040,1.325251784,1.174568696
884,53100,1.326822727,1.175997275
885,53160,1.328479343,1.177187173
886,53220,1.331865048,1.17834415
887,53280,1.334627003,1.180035474
888,53340,1.338240118,1.181801241
889,53400,1.340444921,1.183024985
890,53460,1.340617403,1.183685601
891,53520,1.343560675,1.185168839
892,53580,1.346116478,1.186405355
893,53640,1.348893449,1.187869529
894,53700,1.349711804,1.188666007
895,53760,1.350201099,1.189252917
896,53820,1.351692436,1.190583279
897,53880,1.352517098,1.190938392
898,53940,1.351101943,1.191244732
899,54000,1.352002906,1.191987815
900,54060,1.353052956,1.19277207
901,54120,1.353801408,1.193397942
902,54180,1.35554535,1.194562102
903,54240,1.357917483,1.195577623
904,54300,1.360737785,1.196817409
905,54360,1.363262283,1.19826141
906,54420,1.366214879,1.199531695
907,54480,1.3682148,1.200750957
908,54540,1.368500991,1.201379549
909,54600,1.371197827,1.203013769
910,54660,1.372963331,1.204325416
911,54720,1.375548509,1.205533829
912,54780,1.377719422,1.206820441
913,54840,1.380164628,1.208041581
914,54900,1.382534686,1.209667463
915,54960,1.384407662,1.211225746
916,55020,1.386190779,1.212554011
917,55080,1.388451904,1.214318629
918,55140,1.391267897,1.215809513
919,55200,1.393339513,1.217345284
920,55260,1.395774232,1.218927675
921,55320,1.397880764,1.220620188
922,55380,1.401809793,1.222223952
923,55440,1.403501594,1.223872952
924,55500,1.405500321,1.225130878
925,55560,1.405964139,1.225971905
926,55620,1.405941345,1.226491958
927,55680,1.408011891,1.228036619
928,55740,1.411345893,1.22988611
929,55800,1.414438068,1.231759793
930,55860,1.417040437,1.23352288
931,55920,1.420077978,1.235247939
932,55980,1.423005056,1.237661795
933,56040,1.42604847,1.239667307
934,56100,1.428388944,1.241925753
935,56160,1.431381402,1.244020338
936,56220,1.433685622,1.245954124
937,56280,1.436725325,1.248666107
938,56340,1.439401832,1.250393939
939,56400,1.442790823,1.252071429
940,56460,1.445854783,1.253916716
941,56520,1.448510201,1.25568632
942,56580,1.451774674,1.2576207
943,56640,1.454598988,1.25971962
944,56700,1.458467281,1.261809006
945,56760,1.460552253,1.263356056
946,56820,1.462393162,1.265409903
947,56880,1.465020841,1.267662878
948,56940,1.468192914,1.269524799
949,57000,1.469246906,1.272097284
950,57060,1.47197608,1.273691804
951,57120,1.474757096,1.275552869
952,57180,1.476373694,1.277380371
953,57240,1.479032581,1.279066422
954,57300,1.480884497,1.280251688
955,57360,1.48401973,1.281985329
956,57420,1.484672394,1.282975556
957,57480,1.485596676,1.284136904
958,57540,1.487774241,1.28542409
959,57600,1.490866129,1.287604667
960,57660,1.492733636,1.288557132
961,57720,1.49260904,1.289423131
962,57780,1.493801284,1.290208786
963,57840,1.497133575,1.291258773
964,57900,1.497361933,1.291956707
965,57960,1.498662604,1.292806255
966,58020,1.500949782,1.293699504
967,58080,1.502099073,1.294548303
968,58140,1.503285449,1.29563596
969,58200,1.501819725,1.295868304
970,58260,1.500954687,1.296189885
971,58320,1.50121192,1.296599035
972,58380,1.503082224,1.297686887
973,58440,1.505931339,1.299096633
974,58500,1.507901146,1.2999518
975,58560,1.511169235,1.301463345
976,58620,1.513070946,1.302368762
977,58680,1.51261434,1.303221976
978,58740,1.514888851,1.304371531
979,58800,1.516113124,1.305233527
980,58860,1.517501148,1.306362524
981,58920,1.519757585,1.307478505
982,58980,1.520821016,1.308334152
983,59040,1.521308436,1.309114797
984,59100,1.524029678,1.310286228
985,59160,1.526012042,1.311564277
986,59220,1.52711123,1.312461563
987,59280,1.529112953,1.313829305
988,59340,1.531218134,1.314808568
989,59400,1.533362905,1.316098445
990,59460,1.534387431,1.316852083
991,59520,1.535475424,1.317640364
992,59580,1.537901487,1.319090249
993,59640,1.540488563,1.320905084
994,59700,1.543793503,1.322098077
995,59760,1.545771765,1.323005305
996,59820,1.5472338,1.323926062
997,59880,1.550032216,1.325121646
998,59940,1.550842044,1.325737047
999,60000,1.551724419,1.326247997
1000,60060,1.553442809,1.327405678
1001,60120,1.555748529,1.328635693
1002,60180,1.558507066,1.330044341
1003,60240,1.561743095,1.331876791
1004,60300,1.563690358,1.3337226
1005,60360,1.565932393,1.334901326
1006,60420,1.568231695,1.33603695
1007,60480,1.570439138,1.337668771
1008,60540,1.572633796,1.339410043
1009,60600,1.57323238,1.340139957
1010,60660,1.573670614,1.340827134
1011,60720,1.577434254,1.34220289
1012,60780,1.58016096,1.343635956
1013,60840,1.583228919,1.345016538
1014,60900,1.585682288,1.346268654
1015,60960,1.588090409,1.347958724
1016,61020,1.590877005,1.349555527
1017,61080,1.593887553,1.351143723
1018,61140,1.597421667,1.352866588
1019,61200,1.601677571,1.354799343
1020,61260,1.603198396,1.356076848
1021,61320,1.604911662,1.357148224
1022,61380,1.60778361,1.359091283
1023,61440,1.612524471,1.360690225
1024,61500,1.61474903,1.362199669
1025,61560,1.616834251,1.363882629
1026,61620,1.619597627,1.365510996
1027,61680,1.62235814,1.367489749
1028,61740,1.624279601,1.36923138
1029,61800,1.627710603,1.370669659
1030,61860,1.630752617,1.372375236
1031,61920,1.635129674,1.374098981
1032,61980,1.637547896,1.37588586
1033,62040,1.640185696,1.377424015
1034,62100,1.642646388,1.378811512
1035,62160,1.646379287,1.381015743
1036,62220,1.649118963,1.383205867
1037,62280,1.651687164,1.384991278
1038,62340,1.654447051,1.386703099
1039,62400,1.65750301,1.388219177
1040,62460,1.66149945,1.390093682
1041,62520,1.66412295,1.391904253
1042,62580,1.666740198,1.393512824
1043,62640,1.670082885,1.39497196
1044,62700,1.673271242,1.396769163
1045,62760,1.674876899,1.39852388
1046,62820,1.676393068,1.399682767
1047,62880,1.67768095,1.401247142
1048,62940,1.678518284,1.402332393
1049,63000,1.680659667,1.403598563
1050,63060,1.683044584,1.404966971
1051,63120,1.685967037,1.406860408
1052,63180,1.688242801,1.40799748
1053,63240,1.691424425,1.409553847
1054,63300,1.693642196,1.410961621
1055,63360,1.696779073,1.412488976
1056,63420,1.699653474,1.413889069
1057,63480,1.701712588,1.414846434
1058,63540,1.70481219,1.416815454
1059,63600,1.707756717,1.418462679
1060,63660,1.711307112,1.420120656
1061,63720,1.713866253,1.421766089
1062,63780,1.716523188,1.423265185
1063,63840,1.717426904,1.42499282
1064,63900,1.720050773,1.427273992
1065,63960,1.722779151,1.429314789
1066,64020,1.725979243,1.431269165
1067,64080,1.72940001,1.43283494
1068,64140,1.732148184,1.434416032
1069,64200,1.734331997,1.43628569
1070,64260,1.735178318,1.437837065
1071,64320,1.736697445,1.439013641
1072,64380,1.738014679,1.440538031
1073,64440,1.739994173,1.442030985
1074,64500,1.74199798,1.443684084
1075,64560,1.744783637,1.444785117
1076,64620,1.747119303,1.446592145
1077,64680,1.749905858,1.448408849
1078,64740,1.753010767,1.450256816
1079,64800,1.755432503,1.45187028
1080,64860,1.758127839,1.452975646
1081,64920,1.760211809,1.454757513
1082,64980,1.762606036,1.455928379
1083,65040,1.765478608,1.457016755
1084,65100,1.767901865,1.458147024
1085,65160,1.77072695,1.459252823
1086,65220,1.773047611,1.46054761
1087,65280,1.775136909,1.461292413
1088,65340,1.778267478,1.462827559
1089,65400,1.780676981,1.464024078
1090,65460,1.783297579,1.4654039
1091,65520,1.78679191,1.467097867
1092,65580,1.789402363,1.468948664
1093,65640,1.791577134,1.470655568
1094,65700,1.795283549,1.472176499
1095,65760,1.796996829,1.473605302
1096,65820,1.798556085,1.475218037
1097,65880,1.801932895,1.477110869
1098,65940,1.804003157,1.478874341
1099,66000,1.80656028,1.479918561
1100,66060,1.80869072,1.481108981
1101,66120,1.811200764,1.482080274
1102,66180,1.813144603,1.483372206
1103,66240,1.817082685,1.484664055
1104,66300,1.819796222,1.485516672
1105,66360,1.822962076,1.486585157
1106,66420,1.825450225,1.488438465
1107,66480,1.828693416,1.48968988
1108,66540,1.832477723,1.491549593
1109,66600,1.834464116,1.493266567
1110,66660,1.83657407,1.494966102
1111,66720,1.838707301,1.496536854
1112,66780,1.842312463,1.49828151
1113,66840,1.845577016,1.500248785
1114,66900,1.846563598,1.502166672
1115,66960,1.849027691,1.503853634
1116,67020,1.852469682,1.505996583
1117,67080,1.855672523,1.508357797
1118,67140,1.857912514,1.510450251
1119,67200,1.861405532,1.512595022
1120,67260,1.86470441,1.515127576
1121,67320,1.868180083,1.517158757
1122,67380,1.870432433,1.518791728
1123,67440,1.873477632,1.521110239
1124,67500,1.876425794,1.523693548
1125,67560,1.878730884,1.525869491
1126,67620,1.881929506,1.528278739
1127,67680,1.884301321,1.529734774
1128,67740,1.886622021,1.531374004
1129,67800,1.890088767,1.533222971
1130,67860,1.893093329,1.535089504
1131,67920,1.895631474,1.536876077
1132,67980,1.897712186,1.539731242
1133,68040,1.900423833,1.542350398
1134,68100,1.902545122,1.544621729
1135,68160,1.905480854,1.547160024
1136,68220,1.907608452,1.549400699
1137,68280,1.908486937,1.552055378
1138,68340,1.910473802,1.554636745
1139,68400,1.911055735,1.557058175
1140,68460,1.914651407,1.559277535
1141,68520,1.917232237,1.560658115
1142,68580,1.919725728,1.563193323
1143,68640,1.922157305,1.565176494
1144,68700,1.925178054,1.5674825
1145,68760,1.929179798,1.570096726
1146,68820,1.932897696,1.572141957
1147,68880,1.935807374,1.574651814
1148,68940,1.939052756,1.577124223
1149,69000,1.942639589,1.579184575
1150,69060,1.945640722,1.580977204
1151,69120,1.948158717,1.583210694
1152,69180,1.950978513,1.586039887
1153,69240,1.954073589,1.588245844
1154,69300,1.957504085,1.590865013
1155,69360,1.959151776,1.594105207
1156,69420,1.962554749,1.597246593
1157,69480,1.965246238,1.600774772
1158,69540,1.968370775,1.604415447
1159,69600,1.970179968,1.607471894
1160,69660,1.971978261,1.611275855
1161,69720,1.973305141,1.615514129
1162,69780,1.97639993,1.619760424
1163,69840,1.979070373,1.62384889
1164,69900,1.981906407,1.628319687
1165,69960,1.985227474,1.633004087
1166,70020,1.987223108,1.637834417
1167,70080,1.990607961,1.642453457
1168,70140,1.993252101,1.646243108
1169,70200,1.995848971,1.650544609
1170,70260,1.997936562,1.654912946
1171,70320,2.000671196,1.659444704
1172,70380,2.002647117,1.663590396
1173,70440,2.004407302,1.667415627
1174,70500,2.008198186,1.670928379
1175,70560,2.011090041,1.67401177
1176,70620,2.013728062,1.677552655
1177,70680,2.016191644,1.6815474
1178,70740,2.018948163,1.684624797
1179,70800,2.020710544,1.688171161
1180,70860,2.022935254,1.692046774
1181,70920,2.025430751,1.695982272
1182,70980,2.027889385,1.700089043
1183,71040,2.030370575,1.704220211
1184,71100,2.032290484,1.708165114
1185,71160,2.034569656,1.710897567
1186,71220,2.037659962,1.713821761
1187,71280,2.040795119,1.716198001
1188,71340,2.043046904,1.718415131
1189,71400,2.045914396,1.720899406
1190,71460,2.04861345,1.72304932
1191,71520,2.049792616,1.726241932
1192,71580,2.053293215,1.728846058
1193,71640,2.056650024,1.73140145
1194,71700,2.056904279,1.734416032
1195,71760,2.059510485,1.737219395
1196,71820,2.062776732,1.7406441
1197,71880,2.067070772,1.743164132
1198,71940,2.07010069,1.745608973
1199,72000,2.073807958,1.747772019
1200,72060,2.076010164,1.749592708
1201,72120,2.078099186,1.751880249
1202,72180,2.081133348,1.753932861
1203,72240,2.083688497,1.755527211
1204,72300,2.085723543,1.756925062
1205,72360,2.08833943,1.759218556
1206,72420,2.090980638,1.76110151
1207,72480,2.093995219,1.762666557
1208,72540,2.09699527,1.764679449
1209,72600,2.098778156,1.766413924
1210,72660,2.10217569,1.768545248
1211,72720,2.105867899,1.77093955
1212,72780,2.108547735,1.772324087
1213,72840,2.110694122,1.774071707
1214,72900,2.113140776,1.775588476
1215,72960,2.116180005,1.777468774
1216,73020,2.119280515,1.779559479
1217,73080,2.122895799,1.781384337
1218,73140,2.125167528,1.783116377
1219,73200,2.128513292,1.785323374
1220,73260,2.131342075,1.787164876
1221,73320,2.133280033,1.789800677
1222,73380,2.136663312,1.792240779
1223,73440,2.138747411,1.794446913
1224,73500,2.141277532,1.796288549
1225,73560,2.143912785,1.799011655
1226,73620,2.146443904,1.800706374
1227,73680,2.149626545,1.803630278
1228,73740,2.15201394,1.806258293
1229,73800,2.154106545,1.808548306
1230,73860,2.156967893,1.811085381
1231,73920,2.159144289,1.813135188
1232,73980,2.16158453,1.815306793
1233,74040,2.164126264,1.817286355
1234,74100,2.166244004,1.819296284
1235,74160,2.16889158,1.821873653
1236,74220,2.171200526,1.824070407
1237,74280,2.17424643,1.82636677
1238,74340,2.176442193,1.829180195
1239,74400,2.178352384,1.832045095
1240,74460,2.18102868,1.835250552
1241,74520,2.182916956,1.838258854
1242,74580,2.185663105,1.841172221
1243,74640,2.188671113,1.844399488
1244,74700,2.190877785,1.847271285
1245,74760,2.193236223,1.850417162
1246,74820,2.195951522,1.853794412
1247,74880,2.198315164,1.85736992
1248,74940,2.200485796,1.860552146
1249,75000,2.203810429,1.864011623
1250,75060,2.206943999,1.867098458
1251,75120,2.208659025,1.869177513
1252,75180,2.210759749,1.871612022
1253,75240,2.214521525,1.874578212
1254,75300,2.21716899,1.877585989
1255,75360,2.220675205,1.880345663
1256,75420,2.223596892,1.883303694
1257,75480,2.226514596,1.886104048
1258,75540,2.228089086,1.888754936
1259,75600,2.231362771,1.891186459
1260,75660,2.233320117,1.893136011
1261,75720,2.235691233,1.894887825
1262,75780,2.238636981,1.896663983
1263,75840,2.241248897,1.899107648
1264,75900,2.243358084,1.901260978
1265,75960,2.245789386,1.903527204
1266,76020,2.249137724,1.904628197
1267,76080,2.250442967,1.90568462
1268,76140,2.252918147,1.907098158
1269,76200,2.255855413,1.907857405
1270,76260,2.25833681,1.90874248
1271,76320,2.260625086,1.909665736
1272,76380,2.263634363,1.910343984
1273,76440,2.2656961,1.911749825
1274,76500,2.268308997,1.913751904
1275,76560,2.270787364,1.915276002
1276,76620,2.272788369,1.916417575
1277,76680,2.2762965,1.918605717
1278,76740,2.279170003,1.9204148
1279,76800,2.281576491,1.922772312
1280,76860,2.284255909,1.924998532
1281,76920,2.287128798,1.927525639
1282,76980,2.290272237,1.929392855
1283,77040,2.292895249,1.931760359
1284,77100,2.295322575,1.935191326
1285,77160,2.298353934,1.937697432
1286,77220,2.300976356,1.940711324
1287,77280,2.303603957,1.942819206
1288,77340,2.306050371,1.945476101
1289,77400,2.307704647,1.948563746
1290,77460,2.309738389,1.951619018
1291,77520,2.311089658,1.955276315
1292,77580,2.314942867,1.958369382
1293,77640,2.317622429,1.961799858
1294,77700,2.319735929,1.965602968
1295,77760,2.322717811,1.969258704
1296,77820,2.326473293,1.972658766
1297,77880,2.329040828,1.976223835
1298,77940,2.33289881,1.980286126
1299,78000,2.336603054,1.98403212
1300,78060,2.339358049,1.988397457
1301,78120,2.341836023,1.992688119
1302,78180,2.344642097,1.997210915
1303,78240,2.346966423,2.000891678
1304,78300,2.350475273,2.003956677
1305,78360,2.352575803,2.006531735
1306,78420,2.356215851,2.009878037
1307,78480,2.358855049,2.013169646
1308,78540,2.361092964,2.017184944
1309,78600,2.363478784,2.021099765
1310,78660,2.366061833,2.025550936
1311,78720,2.368270893,2.030102934
1312,78780,2.372070591,2.032732547
1313,78840,2.375044818,2.034708675
1314,78900,2.377812967,2.038595067
1315,78960,2.380682422,2.04238457
1316,79020,2.383635278,2.046662063
1317,79080,2.385711526,2.051185865
1318,79140,2.388620405,2.055803275
1319,79200,2.39114071,2.06006177
1320,79260,2.394147328,2.06413783
1321,79320,2.397416507,2.068266742
1322,79380,2.399944353,2.070821334
1323,79440,2.403470531,2.073245471
1324,79500,2.407652295,2.076907972
1325,79560,2.409949946,2.080721126
1326,79620,2.412913771,2.084188242
1327,79680,2.414633046,2.087394932
1328,79740,2.416950554,2.09000062
1329,79800,2.419704448,2.093659362
1330,79860,2.422150718,2.096907542
1331,79920,2.423979555,2.100075008
1332,79980,2.426612693,2.102975992
1333,80040,2.429042742,2.106476299
1334,80100,2.431704541,2.109743678
1335,80160,2.434276334,2.114024776
1336,80220,2.437484843,2.117662792
1337,80280,2.440351628,2.121881072
1338,80340,2.442655712,2.125872165
1339,80400,2.445019961,2.12911082
1340,80460,2.4485987,2.132688481
1341,80520,2.451180345,2.135288389
1342,80580,2.45413908,2.138426059
1343,80640,2.456937376,2.140358321
1344,80700,2.459507014,2.144168308
1345,80760,2.461661969,2.147769254
1346,80820,2.464759489,2.151341979
1347,80880,2.467287159,2.154177024
1348,80940,2.469612354,2.156782778
1349,81000,2.471919819,2.159560348
1350,81060,2.474374551,2.163615436
1351,81120,2.476693673,2.166629621
1352,81180,2.479526401,2.170176501
1353,81240,2.482827358,2.173473439
1354,81300,2.485052834,2.175965253
1355,81360,2.487149095,2.179962658
1356,81420,2.49000587,2.182876665
1357,81480,2.493434379,2.185663052
1358,81540,2.495288628,2.187582386
1359,81600,2.498299483,2.1895402
1360,81660,2.500343032,2.191853468
1361,81720,2.502326192,2.194747887
1362,81780,2.504093335,2.196331788
1363,81840,2.505840957,2.197371282
1364,81900,2.50745053,2.199203116
1365,81960,2.509834334,2.200690202
1366,82020,2.511930714,2.201895826
1367,82080,2.515771825,2.202899498
1368,82140,2.517415172,2.203861018
1369,82200,2.520154053,2.205166206
1370,82260,2.522783552,2.206764503
1371,82320,2.524758919,2.207937966
1372,82380,2.527131772,2.209844505
1373,82440,2.529961718,2.21215081
1374,82500,2.532553987,2.214707648
1375,82560,2.534498047,2.216635692
1376,82620,2.537744702,2.219728606
1377,82680,2.540461722,2.221983581
1378,82740,2.543971006,2.225952942
1379,82800,2.546705665,2.229605613
1380,82860,2.548989433,2.23282377
1381,82920,2.552337727,2.236595625
1382,82980,2.554380525,2.239362779
1383,83040,2.556973459,2.243085789
1384,83100,2.559171753,2.246410321
1385,83160,2.561856362,2.249979514
1386,83220,2.564879659,2.253582867
1387,83280,2.568091596,2.25632888
1388,83340,2.570397306,2.259038949
1389,83400,2.573863013,2.262584208
1390,83460,2.576622322,2.266230913
1391,83520,2.579516437,2.269151981
1392,83580,2.581437616,2.27181872
1393,83640,2.584037806,2.275018478
1394,83700,2.586341853,2.278793401
1395,83760,2.588276644,2.282616975
1396,83820,2.591148314,2.285304226
1397,83880,2.593688068,2.288522224
1398,83940,2.596926478,2.293103962
1399,84000,2.599602997,2.297411614
1400,84060,2.602331048,2.301170007
1401,84120,2.604856597,2.305590963
1402,84180,2.6073419,2.309099557
1403,84240,2.609456537,2.313353164
1404,84300,2.610913657,2.317770135
1405,84360,2.613523093,2.321393995
1406,84420,2.61584803,2.325816367
1407,84480,2.619023727,2.329694564
1408,84540,2.621306933,2.333004936
1409,84600,2.623653353,2.337560799
1410,84660,2.626377131,2.342018706
1411,84720,2.628670417,2.34619507
1412,84780,2.631245201,2.35075309
1413,84840,2.634330404,2.355999402
1414,84900,2.63598938,2.361317663
1415,84960,2.638497112,2.36604944
1416,85020,2.641439649,2.370811305
1417,85080,2.644195531,2.375868321
1418,85140,2.64791451,2.38059832
1419,85200,2.650631191,2.385606718
1420,85260,2.653988405,2.390663508
1421,85320,2.656432392,2.39581209
1422,85380,2.659596452,2.40220518
1423,85440,2.662050615,2.406648931
1424,85500,2.664559912,2.409661351
1425,85560,2.667385201,2.412437619
1426,85620,2.669774999,2.415598239
1427,85680,2.672233828,2.419648355
1428,85740,2.673948665,2.423699108
1429,85800,2.677170647,2.427635937
1430,85860,2.67978841,2.430787761
1431,85920,2.682173339,2.434131239
1432,85980,2.683803008,2.438018715
1433,86040,2.68732098,2.440829029
1434,86100,2.689614184,2.443475727
1435,86160,2.692567434,2.445493138
1436,86220,2.695363508,2.448605616
1437,86280,2.698128612,2.451140532
1438,86340,2.701370251,2.452679439
1439,86400,2.703818281,2.454669227
1440,86460,2.707113283,2.457398308
1441,86520,2.709036734,2.460710896
1442,86580,2.712181355,2.462908187
1443,86640,2.716114144,2.464792736
1444,86700,2.718410756,2.467768958
1445,86760,2.720623699,2.470309658
1446,86820,2.723731156,2.473407469
1447,86880,2.726704492,2.476043482
1448,86940,2.72925932,2.479475221
1449,87000,2.731576124,2.483168446
1450,87060,2.734073213,2.486048274
1451,87120,2.736682992,2.488086205
1452,87180,2.73989276,2.489196561
1453,87240,2.742207087,2.490079628
1454,87300,2.74262634,2.490380689
1455,87360,2.744837,2.491367747
1456,87420,2.747424806,2.492830191
1457,87480,2.748275042,2.493678978
1458,87540,2.751091749,2.495141988
1459,87600,2.75377361,2.496552228
1460,87660,2.755197901,2.497455882
1461,87720,2.755877693,2.497596867
1462,87780,2.755610071,2.497469326
1463,87840,2.757125229,2.498021413
1464,87900,2.758367456,2.498453217
1465,87960,2.75919473,2.498693016
1466,88020,2.761204416,2.499666489
1467,88080,2.759354764,2.498793299
1468,88140,2.757816148,2.498175053
1469,88200,2.755715307,2.497405922
1470,88260,2.754790358,2.496615148
1471,88320,2.754772977,2.496844774
1472,88380,2.754931114,2.49684942
1473,88440,2.756904216,2.497889725
1474,88500,2.757936676,2.498220205
1475,88560,2.758175221,2.498183365
1476,88620,2.7588756,2.499002391
1477,88680,2.759736808,2.499587952
1478,88740,2.762887976,2.500962731
1479,88800,2.7658509,2.50283499
1480,88860,2.769622308,2.504104662
1481,88920,2.772946386,2.506312385
1482,88980,2.775798229,2.507364372
1483,89040,2.779005173,2.508888912
1484,89100,2.779953943,2.509385553
1485,89160,2.782976424,2.510649752
1486,89220,2.786018484,2.512436398
1487,89280,2.789166373,2.514823599
1488,89340,2.792310435,2.517011433
1489,89400,2.794238625,2.518008522
1490,89460,2.796359662,2.518565559
1491,89520,2.79955659,2.519219928
1492,89580,2.798980523,2.518948672
1493,89640,2.799392227,2.519051469
1494,89700,2.801655309,2.519766775
1495,89760,2.804081284,2.521300179
1496,89820,2.806981416,2.522487342
1497,89880,2.808971404,2.523258572
1498,89940,2.811631262,2.524244871
1499,90000,2.814035124,2.525167401
1500,90060,2.815196217,2.525568544
1501,90120,2.817760546,2.527432135
1502,90180,2.819334775,2.528799686
1503,90240,2.82114656,2.530162303
1504,90300,2.823839411,2.531745192
1505,90360,2.82649148,2.533070483
1506,90420,2.828965622,2.534195998
1507,90480,2.831526347,2.535989633
1508,90540,2.835049816,2.538042822
1509,90600,2.837829189,2.539954006
1510,90660,2.840785296,2.541512225
1511,90720,2.843361881,2.543267595
1512,90780,2.845901121,2.54537592
1513,90840,2.850616472,2.547080634
1514,90900,2.854023398,2.547851507
1515,90960,2.856236516,2.549113922
1516,91020,2.858059215,2.551155899
1517,91080,2.861646381,2.553005419
1518,91140,2.865566752,2.554746453
1519,91200,2.868404394,2.557036732
1520,91260,2.870095208,2.559159196
1521,91320,2.872461688,2.56151002
1522,91380,2.876118739,2.564020849
1523,91440,2.879415881,2.566958362
1524,91500,2.882116009,2.569735987
1525,91560,2.884856462,2.571020299
1526,91620,2.886563029,2.572219116
1527,91680,2.889665664,2.574929936
1528,91740,2.891785987,2.576635481
1529,91800,2.894255348,2.578056775
1530,91860,2.897294348,2.5796034
1531,91920,2.901035407,2.580352789
1532,91980,2.90211107,2.581581552
1533,92040,2.903898837,2.583814442
1534,92100,2.906546876,2.584492422
1535,92160,2.910100372,2.586160374
1536,92220,2.914039496,2.588358299
1537,92280,2.916886562,2.590659259
1538,92340,2.919051118,2.591479104
1539,92400,2.921173826,2.592871439
1540,92460,2.924247649,2.594717062
1541,92520,2.925991495,2.595507738
1542,92580,2.927853747,2.596171147
1543,92640,2.930453819,2.597400533
1544,92700,2.929630973,2.597158161
1545,92760,2.932558035,2.598368823
1546,92820,2.934124572,2.598918498
1547,92880,2.935326476,2.599235094
1548,92940,2.935198105,2.599310414
1549,93000,2.936690014,2.599862286
1550,93060,2.937958448,2.600132143
1551,93120,2.937698808,2.600232683
1552,93180,2.938212879,2.600476037
1553,93240,2.936874246,2.600206823
1554,93300,2.938923878,2.600601171
1555,93360,2.939839858,2.601047377
1556,93420,2.941526043,2.601526581
1557,93480,2.942924723,2.601872105
1558,93540,2.942695502,2.602399112
1559,93600,2.944175755,2.603126305
1560,93660,2.944017093,2.603197986
1561,93720,2.944504168,2.603348473
1562,93780,2.946521114,2.604502601
1563,93840,2.948113692,2.605927048
1564,93900,2.94952461,2.606398257
1565,93960,2.948220262,2.606423023
1566,94020,2.950861935,2.607450781
1567,94080,2.952304165,2.607762047
1568,94140,2.952719738,2.608051118
1569,94200,2.953451477,2.608465982
1570,94260,2.955822636,2.610740172
1571,94320,2.95865307,2.613152446
1572,94380,2.962072765,2.615910958
1573,94440,2.965041879,2.616942622
1574,94500,2.968466707,2.618905758
1575,94560,2.97162104,2.620030725
1576,94620,2.972984456,2.620510332
1577,94680,2.975005594,2.621943094
1578,94740,2.978758657,2.623834223
1579,94800,2.981880497,2.626393404
1580,94860,2.984627853,2.628472198
1581,94920,2.987005954,2.631748212
1582,94980,2.99047362,2.633914568
1583,95040,2.993296401,2.63517758
1584,95100,2.996331186,2.637152733
1585,95160,2.999229532,2.639206222
1586,95220,3.001084547,2.640787361
1587,95280,3.005515228,2.641816863
1588,95340,3.006917922,2.642387925
1589,95400,3.009647311,2.644135163
1590,95460,3.012690844,2.645254111
1591,95520,3.016257051,2.646478437
1592,95580,3.018611248,2.647443552
1593,95640,3.020303417,2.649455419
1594,95700,3.022230622,2.652480441
1595,95760,3.024893057,2.654789125
1596,95820,3.028768688,2.655869615
1597,95880,3.030791086,2.658006745
1598,95940,3.032969896,2.660480904
1599,96000,3.035206813,2.662582699
1600,96060,3.037558482,2.664277419
1601,96120,3.041411535,2.666637233
